ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
02F4E38B1C05E83F,electric_bike,1/1/2024 0:06,1/1/2024 0:17,,,,,41.86,-87.65,41.89,-87.66,casual
ADC4C4E462D5D462,electric_bike,1/1/2024 0:27,1/1/2024 0:29,,,,,41.94,-87.68,41.94,-87.68,casual
4A797D97DB6AE8FF,electric_bike,1/1/2024 0:36,1/1/2024 0:33,,,,,41.89,-87.62,41.89,-87.61,casual
E4653F888BE17EBE,electric_bike,1/1/2024 0:11,1/1/2024 0:16,,,,,41.8,-87.58,41.8,-87.59,casual
D29C023E6F4D8DF5,electric_bike,1/1/2024 0:10,1/1/2024 0:10,,,,,41.8,-87.58,41.8,-87.58,casual
0B99C09B94E89DC6,electric_bike,1/1/2024 0:03,1/1/2024 0:11,,,,,41.93,-87.63,41.94,-87.66,casual
3518608222011B2B,electric_bike,1/1/2024 0:29,1/1/2024 0:37,,,,,41.94,-87.64,41.96,-87.65,casual
BFB07829AB31CB59,electric_bike,1/1/2024 0:38,1/1/2024 0:04,,,,,41.94,-87.67,41.93,-87.66,casual
F868888E1BC44ED2,electric_bike,1/1/2024 0:39,1/1/2024 0:39,,,,,41.91,-87.67,41.91,-87.67,casual
EB84CDD0E1CB1FCF,electric_bike,1/1/2024 0:20,1/1/2024 0:28,,,,,41.95,-87.65,41.98,-87.65,casual
5892C8D10CCA8ADB,electric_bike,1/1/2024 0:35,1/1/2024 0:36,,,,,41.97,-87.66,41.97,-87.66,casual
9A9FA18BC114731E,electric_bike,1/1/2024 0:05,1/1/2024 0:06,,,,,41.96,-87.67,41.96,-87.67,casual
4348086ED1DCEC2C,electric_bike,1/1/2024 0:26,1/1/2024 0:32,,,,,41.99,-87.66,42.01,-87.66,casual
609290AC88DBE4DC,electric_bike,1/1/2024 0:03,1/1/2024 0:09,,,,,42.01,-87.66,42,-87.66,casual
FC7C2906650199EB,electric_bike,1/1/2024 0:12,1/1/2024 0:16,,,,,41.91,-87.64,41.9,-87.63,casual
78A61122AFA19679,electric_bike,1/1/2024 0:02,1/1/2024 0:02,,,,,41.92,-87.63,41.92,-87.63,casual
5218C133276220F7,electric_bike,1/1/2024 0:02,1/1/2024 0:13,,,,,41.92,-87.63,41.97,-87.64,casual
D71B5D5F80332C36,electric_bike,1/1/2024 0:03,1/1/2024 0:14,,,,,41.88,-87.63,41.92,-87.64,casual
7430C34ECDA08B64,electric_bike,1/1/2024 0:33,1/1/2024 0:02,,,,,41.96,-87.68,41.96,-87.64,casual
9662F0C953435A93,electric_bike,1/1/2024 0:12,1/1/2024 0:15,,,,,41.92,-87.69,41.93,-87.7,casual
2EE1E9A992DB51B7,electric_bike,1/1/2024 0:05,1/1/2024 0:09,,,,,41.94,-87.66,41.94,-87.67,casual
CEB0C26AFD6188F5,electric_bike,1/1/2024 0:01,1/1/2024 0:13,,,,,41.95,-87.65,41.97,-87.69,casual
8B33FF11E65B1746,electric_bike,1/1/2024 0:38,1/1/2024 0:07,,,,,41.92,-87.65,41.91,-87.63,casual
8FE8DF405A17FF49,electric_bike,1/1/2024 0:07,1/1/2024 0:32,,,,,41.94,-87.64,41.9,-87.63,casual
0703903F92D9BD12,electric_bike,1/1/2024 0:21,1/1/2024 0:01,,,,,41.98,-87.69,41.92,-87.71,casual
08C46349C25B05A6,electric_bike,1/1/2024 0:29,1/1/2024 0:42,,,,,41.89,-87.62,41.9,-87.62,casual
4377F7036B3CB5EB,electric_bike,1/1/2024 0:03,1/1/2024 0:17,,,,,41.95,-87.64,41.91,-87.64,casual
64E9CECE05F6F23E,electric_bike,1/1/2024 0:30,1/1/2024 0:30,,,,,41.9,-87.67,41.9,-87.67,casual
8F94E2714521DC30,electric_bike,1/1/2024 0:14,1/1/2024 0:18,,,,,41.92,-87.64,41.92,-87.64,casual
07CE7B10E310E9A3,electric_bike,1/1/2024 0:10,1/1/2024 0:15,,,,,41.88,-87.63,41.9,-87.63,casual
BED4DA34EC838546,electric_bike,1/1/2024 0:35,1/1/2024 0:40,,,,,41.98,-87.65,41.98,-87.67,casual
DD70223493A92072,electric_bike,1/1/2024 0:06,1/1/2024 0:16,,,,,41.9,-87.67,41.92,-87.69,casual
866A3A6C18C910D0,electric_bike,1/1/2024 0:20,1/1/2024 0:25,,,,,41.85,-87.72,41.86,-87.72,casual
3CB9D90B6BCE5741,electric_bike,1/1/2024 0:05,1/1/2024 0:13,,,,,41.86,-87.72,41.85,-87.72,casual
4BF489270DE13448,electric_bike,1/1/2024 0:15,1/1/2024 0:15,,,,,41.99,-87.69,41.99,-87.69,casual
8C4D2C6D20AFF034,electric_bike,1/1/2024 0:35,1/1/2024 0:04,,,,,41.92,-87.63,41.93,-87.63,casual
AF6229573A5AE7F2,electric_bike,1/1/2024 0:28,1/1/2024 0:32,,,,,42,-87.76,41.99,-87.76,member
024688949CF8340E,electric_bike,1/1/2024 0:34,1/1/2024 0:34,,,,,41.89,-87.64,41.89,-87.64,member
B381D74A76D43DF5,electric_bike,1/1/2024 0:26,1/1/2024 0:35,,,,,41.92,-87.67,41.91,-87.63,casual
0E2E55F0C295D22B,electric_bike,1/1/2024 0:04,1/1/2024 0:15,,,,,41.98,-87.7,41.99,-87.71,casual
B2CDD911521070D9,electric_bike,1/1/2024 0:17,1/1/2024 0:40,,,,,41.91,-87.7,41.93,-87.63,casual
75DFB7A4E5D03148,electric_bike,1/1/2024 0:36,1/1/2024 0:40,,,,,41.92,-87.65,41.91,-87.65,casual
EFC29C1FB1CD171E,electric_bike,1/1/2024 0:26,1/1/2024 0:39,,,,,41.93,-87.79,41.94,-87.79,casual
896DD9CF94C47381,electric_bike,1/1/2024 0:38,1/1/2024 0:02,,,,,41.96,-87.67,41.95,-87.66,casual
BB039BF7FB0ECBD4,electric_bike,1/1/2024 0:38,1/1/2024 0:03,,,,,41.97,-87.69,41.97,-87.67,casual
1EA987D321141A37,electric_bike,1/1/2024 0:16,1/1/2024 0:20,,,,,41.97,-87.67,41.97,-87.69,casual
F74B48A32480CAE1,electric_bike,1/1/2024 0:15,1/1/2024 0:19,,,,,42.01,-87.66,42,-87.67,casual
C60A3DFA4DBBCBF2,electric_bike,1/1/2024 0:35,1/1/2024 0:41,,,,,41.92,-87.66,41.93,-87.65,casual
04EC9ADFF90D988A,electric_bike,1/1/2024 0:18,1/1/2024 0:19,,,,,41.94,-87.64,41.94,-87.64,casual
B979CAC80572994C,electric_bike,1/1/2024 0:20,1/1/2024 0:22,,,,,41.94,-87.64,41.94,-87.64,casual
B97C237EDE5A686C,electric_bike,1/1/2024 0:04,1/1/2024 0:30,,,,,41.91,-87.62,41.95,-87.66,casual
00BAD1987C30B9E9,electric_bike,1/1/2024 0:02,1/1/2024 0:07,,,,,41.95,-87.66,41.95,-87.68,casual
30795CD423C183B6,electric_bike,1/1/2024 0:00,1/1/2024 0:04,,,,,41.92,-87.63,41.93,-87.65,casual
F586F6D1E999E40E,electric_bike,1/1/2024 0:06,1/1/2024 0:11,,,,,41.93,-87.64,41.92,-87.63,casual
3DFB1366DF035F14,electric_bike,1/1/2024 0:22,1/1/2024 0:28,,,,,41.94,-87.65,41.96,-87.65,casual
6E5DFF59191A7BEF,electric_bike,1/1/2024 0:20,1/1/2024 0:00,,,,,41.91,-87.63,41.95,-87.65,casual
36F6D3D2E159F89B,electric_bike,1/1/2024 0:20,1/1/2024 0:21,,,,,41.91,-87.63,41.91,-87.63,casual
D3F94870C848DBE4,electric_bike,1/1/2024 0:22,1/1/2024 0:25,,,,,41.72,-87.64,41.72,-87.62,casual
83092AA056E01D64,electric_bike,1/1/2024 0:36,1/1/2024 0:37,,,,,41.89,-87.77,41.89,-87.77,casual
26FBB615892620CD,electric_bike,1/1/2024 0:28,1/1/2024 0:37,,,,,41.93,-87.68,41.94,-87.65,casual
FDD74AB5698B0DC0,electric_bike,1/1/2024 0:32,1/1/2024 0:41,,,,,41.92,-87.63,41.91,-87.63,casual
ADDD48739E126C38,electric_bike,1/1/2024 0:36,1/1/2024 0:11,,,,,41.99,-87.65,41.93,-87.63,casual
6621B17B2AC21DF0,electric_bike,1/1/2024 0:35,1/1/2024 0:02,,,,,41.93,-87.65,41.9,-87.63,casual
B5C52B84AF073D00,electric_bike,1/1/2024 0:34,1/1/2024 0:23,,,,,41.96,-87.72,41.98,-87.68,casual
F436D8B5041F9FDB,electric_bike,1/1/2024 0:01,1/1/2024 0:08,,,,,41.91,-87.63,41.92,-87.65,casual
DA84C299035FC1D7,electric_bike,1/1/2024 0:03,1/1/2024 0:05,,,,,41.98,-87.68,41.98,-87.69,casual
59EA24BBBE7B8464,electric_bike,1/1/2024 0:26,1/1/2024 0:31,,,,,41.98,-87.69,41.98,-87.68,casual
29009CE492FDD557,electric_bike,1/1/2024 0:10,1/1/2024 0:13,,,,,42.06,-87.7,42.06,-87.72,casual
35477A7198019BFB,electric_bike,1/1/2024 0:37,1/1/2024 0:40,,,,,42.06,-87.72,42.06,-87.7,casual
B38AB576C90CE9D3,electric_bike,1/1/2024 0:29,1/1/2024 0:29,,,,,41.97,-87.66,41.97,-87.66,casual
CA5A196544D5FE65,electric_bike,1/1/2024 0:31,1/1/2024 0:37,,,,,41.97,-87.66,41.98,-87.65,casual
9302F77DBE9F2962,electric_bike,1/1/2024 0:39,1/1/2024 0:07,,,,,41.91,-87.62,41.94,-87.64,casual
7F7198FEB7F8F34A,electric_bike,1/1/2024 0:34,1/1/2024 0:02,,,,,41.93,-87.66,41.9,-87.68,casual
A3F9095C761C1DD4,electric_bike,1/1/2024 0:22,1/1/2024 0:33,,,,,41.91,-87.62,41.93,-87.65,casual
0D5B50F85AD42D83,electric_bike,1/1/2024 0:03,1/1/2024 0:15,,,,,41.93,-87.65,41.91,-87.63,casual
79CCCFB8AE4D10F8,electric_bike,1/1/2024 0:02,1/1/2024 0:06,,,,,41.92,-87.63,41.91,-87.63,casual
9431C2A519382E71,electric_bike,1/1/2024 0:40,1/1/2024 0:13,,,,,41.87,-87.62,41.88,-87.65,casual
95343B75CEAE032A,electric_bike,1/1/2024 0:39,1/1/2024 0:39,,,,,41.87,-87.62,41.87,-87.62,casual
87D9702D47FFE590,electric_bike,1/1/2024 0:26,1/1/2024 0:40,,,,,41.95,-87.68,41.98,-87.66,casual
7BD27FB25A79C136,electric_bike,1/1/2024 0:12,1/1/2024 0:13,,,,,41.93,-87.66,41.93,-87.66,casual
8B492DD7AA5C7D26,electric_bike,1/1/2024 0:13,1/1/2024 0:17,,,,,41.93,-87.66,41.93,-87.64,casual
8FF3FA1567D8A182,electric_bike,1/1/2024 0:37,1/1/2024 0:06,,,,,41.91,-87.63,41.93,-87.64,casual
6D384D89F77503D6,electric_bike,1/1/2024 0:24,1/1/2024 0:30,,,,,41.91,-87.68,41.93,-87.7,casual
D8CE66CB5AD23C7A,electric_bike,1/1/2024 0:11,1/1/2024 0:11,,,,,41.91,-87.68,41.91,-87.68,casual
E3092B9025D7C78C,electric_bike,1/1/2024 0:12,1/1/2024 0:24,,,,,41.91,-87.68,41.94,-87.65,casual
B8D55DA1FD3119B8,electric_bike,1/1/2024 0:03,1/1/2024 0:09,,,,,41.89,-87.62,41.88,-87.64,casual
